user_id,session_id,timestamp,event_type,booking_id,check_in_date,check_out_date,hotel_id,item_id,location,num_guests,page_url,payment_method,price,room_type,total_price
user_00562,session_user_00562_001_d57b6b,2025-05-17T14:37:59.319491,view_hotel_details,,,,HOTEL_0239,,,,https://hotelbooking.example.com/hotel/HOTEL_0239,,,,
user_00413,session_user_00413_005_9e73b9,2025-05-17T14:39:15.319491,logout,,,,,,,,https://hotelbooking.example.com/logout,,,,
user_00562,session_user_00562_001_d57b6b,2025-05-17T14:40:28.319491,logout,,,,,,,,https://hotelbooking.example.com/logout,,,,
user_00839,session_user_00839_001_10a8c7,2025-05-17T14:41:15.319491,logout,,,,,,,,https://hotelbooking.example.com/logout,,,,
user_00254,session_user_00254_001_468b93,2025-05-17T14:42:16.319491,start_checkout,,,,,,,,https://hotelbooking.example.com/checkout,,,,
user_00630,session_user_00630_003_0c5cb0,2025-05-17T14:42:23.319491,search_hotels,,2025-07-24,2025-08-01,,,Singapore,4,,,,,
user_00835,session_user_00835_001_838e3c,2025-05-17T14:42:27.319491,page_view,,,,,,,,https://hotelbooking.example.com/,,,,
user_00200,session_user_00200_003_3eaa04,2025-05-17T14:42:41.319491,page_view,,,,,,,,https://hotelbooking.example.com/,,,,
user_00630,session_user_00630_003_0c5cb0,2025-05-17T14:42:50.319491,view_hotel_details,,,,HOTEL_0101,,,,https://hotelbooking.example.com/hotel/HOTEL_0101,,,,
user_00108,session_user_00108_002_c6cf06,2025-05-17T14:44:28.319491,logout,,,,,,,,https://hotelbooking.example.com/logout,,,,
user_00630,session_user_00630_003_0c5cb0,2025-05-17T14:44:49.319491,view_hotel_details,,,,HOTEL_0397,,,,https://hotelbooking.example.com/hotel/HOTEL_0397,,,,
user_00630,session_user_00630_003_0c5cb0,2025-05-17T14:45:36.319491,view_hotel_details,,,,HOTEL_0101,,,,https://hotelbooking.example.com/hotel/HOTEL_0101,,,,
user_00835,session_user_00835_001_838e3c,2025-05-17T14:49:15.319491,search_hotels,,2025-08-29,2025-08-31,,,Dubai,1,,,,,
user_00835,session_user_00835_001_838e3c,2025-05-17T14:49:38.319491,view_hotel_details,,,,HOTEL_0490,,,,https://hotelbooking.example.com/hotel/HOTEL_0490,,,,
user_00254,session_user_00254_001_468b93,2025-05-17T14:49:43.319491,add_payment_info,,,,,,,,https://hotelbooking.example.com/checkout/payment,bank_transfer,,,
user_00835,session_user_00835_001_838e3c,2025-05-17T14:49:58.319491,view_hotel_details,,,,HOTEL_0389,,,,https://hotelbooking.example.com/hotel/HOTEL_0389,,,,
user_00630,session_user_00630_003_0c5cb0,2025-05-17T14:50:14.319491,add_to_cart,,2025-07-24,2025-08-01,HOTEL_0101,ef610944-4117-4374-80ac-ba4b8ec9990b,Singapore,,https://hotelbooking.example.com/cart,,307.58,Family Room,
user_00200,session_user_00200_003_3eaa04,2025-05-17T14:50:15.319491,search_hotels,,2025-06-16,2025-06-24,,,Dubai,2,,,,,
user_00200,session_user_00200_003_3eaa04,2025-05-17T14:50:20.319491,view_hotel_details,,,,HOTEL_0486,,,,https://hotelbooking.example.com/hotel/HOTEL_0486,,,,
user_00200,session_user_00200_003_3eaa04,2025-05-17T14:50:59.319491,view_hotel_details,,,,HOTEL_0253,,,,https://hotelbooking.example.com/hotel/HOTEL_0253,,,,
user_00835,session_user_00835_001_838e3c,2025-05-17T14:51:13.319491,view_hotel_details,,,,HOTEL_0130,,,,https://hotelbooking.example.com/hotel/HOTEL_0130,,,,
user_00835,session_user_00835_001_838e3c,2025-05-17T14:51:31.319491,view_hotel_details,,,,HOTEL_0412,,,,https://hotelbooking.example.com/hotel/HOTEL_0412,,,,
user_00630,session_user_00630_003_0c5cb0,2025-05-17T14:52:02.319491,view_cart,,,,,,,,https://hotelbooking.example.com/cart,,,,
user_00200,session_user_00200_003_3eaa04,2025-05-17T14:52:35.319491,add_to_cart,,2025-06-16,2025-06-24,HOTEL_0253,5d6a3016-9747-4808-b360-f730bfb75f1e,Dubai,,https://hotelbooking.example.com/cart,,69.42,Family Room,
user_00740,session_user_00740_005_3540a8,2025-05-17T14:55:16.319491,page_view,,,,,,,,https://hotelbooking.example.com/,,,,
user_00254,session_user_00254_001_468b93,2025-05-17T14:55:17.319491,complete_booking,4d6e8e2d-4907-48e0-a485-45360adfaa72,2026-02-08,2026-02-09,,,Sydney,,https://hotelbooking.example.com/booking/confirmation/4d6e8e2d-4907-48e0-a485-45360adfaa72,,,,1109.27
user_00630,session_user_00630_003_0c5cb0,2025-05-17T14:56:22.319491,start_checkout,,,,,,,,https://hotelbooking.example.com/checkout,,,,
user_00879,session_user_00879_001_89bc90,2025-05-17T14:56:42.319491,page_view,,,,,,,,https://hotelbooking.example.com/,,,,
user_00879,session_user_00879_001_89bc90,2025-05-17T14:56:45.319491,logout,,,,,,,,https://hotelbooking.example.com/logout,,,,
user_00200,session_user_00200_003_3eaa04,2025-05-17T14:58:45.319491,view_cart,,,,,,,,https://hotelbooking.example.com/cart,,,,
user_00331,session_user_00331_002_902e27,2025-05-17T14:59:00.319491,page_view,,,,,,,,https://hotelbooking.example.com/,,,,
user_00835,session_user_00835_001_838e3c,2025-05-17T14:59:10.319491,add_to_cart,,2025-08-29,2025-08-31,HOTEL_0412,1c8606a3-bf9c-48a1-b45f-6e369c12e1ea,Dubai,,https://hotelbooking.example.com/cart,,117.06,Standard,
user_00254,session_user_00254_001_468b93,2025-05-17T14:59:27.319491,logout,,,,,,,,https://hotelbooking.example.com/logout,,,,
user_00807,session_user_00807_002_454d5b,2025-05-17T14:59:54.319491,page_view,,,,,,,,https://hotelbooking.example.com/,,,,
user_00740,session_user_00740_005_3540a8,2025-05-17T15:03:14.319491,logout,,,,,,,,https://hotelbooking.example.com/logout,,,,
user_00200,session_user_00200_003_3eaa04,2025-05-17T15:03:54.319491,start_checkout,,,,,,,,https://hotelbooking.example.com/checkout,,,,
user_00331,session_user_00331_002_902e27,2025-05-17T15:04:15.319491,search_hotels,,2026-02-07,2026-02-11,,,Rome,2,,,,,
user_00835,session_user_00835_001_838e3c,2025-05-17T15:04:49.319491,view_cart,,,,,,,,https://hotelbooking.example.com/cart,,,,
user_00630,session_user_00630_003_0c5cb0,2025-05-17T15:05:56.319491,add_payment_info,,,,,,,,https://hotelbooking.example.com/checkout/payment,credit_card,,,
user_00630,session_user_00630_003_0c5cb0,2025-05-17T15:06:15.319491,complete_booking,f27a7a31-40ef-42b0-95ce-3a333e56f1b4,2025-07-24,2025-08-01,HOTEL_0101,,Singapore,,https://hotelbooking.example.com/booking/confirmation/f27a7a31-40ef-42b0-95ce-3a333e56f1b4,,,,540.74
user_00807,session_user_00807_002_454d5b,2025-05-17T15:08:02.319491,search_hotels,,2025-10-28,2025-10-29,,,Dubai,1,,,,,
user_00331,session_user_00331_002_902e27,2025-05-17T15:08:13.319491,add_to_cart,,2026-02-07,2026-02-11,HOTEL_0384,6c03675b-c377-4b11-923b-c034efdeabe8,Rome,,https://hotelbooking.example.com/cart,,91.04,Family Room,
user_00807,session_user_00807_002_454d5b,2025-05-17T15:09:07.319491,view_hotel_details,,,,HOTEL_0075,,,,https://hotelbooking.example.com/hotel/HOTEL_0075,,,,
user_00835,session_user_00835_001_838e3c,2025-05-17T15:09:58.319491,start_checkout,,,,,,,,https://hotelbooking.example.com/checkout,,,,
user_00807,session_user_00807_002_454d5b,2025-05-17T15:09:59.319491,view_hotel_details,,,,HOTEL_0308,,,,https://hotelbooking.example.com/hotel/HOTEL_0308,,,,
user_00807,session_user_00807_002_454d5b,2025-05-17T15:10:54.319491,view_hotel_details,,,,HOTEL_0183,,,,https://hotelbooking.example.com/hotel/HOTEL_0183,,,,
user_00680,session_user_00680_002_505926,2025-05-17T15:10:57.319491,page_view,,,,,,,,https://hotelbooking.example.com/,,,,
user_00807,session_user_00807_002_454d5b,2025-05-17T15:11:42.319491,view_hotel_details,,,,HOTEL_0451,,,,https://hotelbooking.example.com/hotel/HOTEL_0451,,,,
user_00807,session_user_00807_002_454d5b,2025-05-17T15:12:00.319491,view_hotel_details,,,,HOTEL_0161,,,,https://hotelbooking.example.com/hotel/HOTEL_0161,,,,
user_00835,session_user_00835_001_838e3c,2025-05-17T15:13:41.319491,add_payment_info,,,,,,,,https://hotelbooking.example.com/checkout/payment,bank_transfer,,,
user_00200,session_user_00200_003_3eaa04,2025-05-17T15:13:51.319491,add_payment_info,,,,,,,,https://hotelbooking.example.com/checkout/payment,bank_transfer,,,
user_00331,session_user_00331_002_902e27,2025-05-17T15:14:01.319491,view_cart,,,,,,,,https://hotelbooking.example.com/cart,,,,
user_00680,session_user_00680_002_505926,2025-05-17T15:14:16.319491,search_hotels,,2025-06-22,2025-07-06,,,Paris,2,,,,,
user_00807,session_user_00807_002_454d5b,2025-05-17T15:14:18.319491,add_to_cart,,2025-10-28,2025-10-29,HOTEL_0161,a9bf3565-277c-4089-8e1e-4834222d9519,Dubai,,https://hotelbooking.example.com/cart,,190.0,Suite,
user_00630,session_user_00630_003_0c5cb0,2025-05-17T15:14:21.319491,logout,,,,,,,,https://hotelbooking.example.com/logout,,,,
user_00680,session_user_00680_002_505926,2025-05-17T15:14:21.319491,view_hotel_details,,,,HOTEL_0165,,,,https://hotelbooking.example.com/hotel/HOTEL_0165,,,,
user_00680,session_user_00680_002_505926,2025-05-17T15:15:09.319491,view_hotel_details,,,,HOTEL_0080,,,,https://hotelbooking.example.com/hotel/HOTEL_0080,,,,
user_00680,session_user_00680_002_505926,2025-05-17T15:16:37.319491,view_hotel_details,,,,HOTEL_0286,,,,https://hotelbooking.example.com/hotel/HOTEL_0286,,,,
user_00433,session_user_00433_001_fbd5f5,2025-05-17T15:17:32.319491,page_view,,,,,,,,https://hotelbooking.example.com/,,,,
user_00680,session_user_00680_002_505926,2025-05-17T15:18:05.319491,view_hotel_details,,,,HOTEL_0449,,,,https://hotelbooking.example.com/hotel/HOTEL_0449,,,,
user_00680,session_user_00680_002_505926,2025-05-17T15:19:33.319491,add_to_cart,,2025-06-22,2025-07-06,HOTEL_0449,a89641ca-9b62-4c26-93a1-6bdbe567ae2c,Paris,,https://hotelbooking.example.com/cart,,197.08,Family Room,
user_00331,session_user_00331_002_902e27,2025-05-17T15:20:29.319491,start_checkout,,,,,,,,https://hotelbooking.example.com/checkout,,,,
user_00807,session_user_00807_002_454d5b,2025-05-17T15:20:50.319491,view_cart,,,,,,,,https://hotelbooking.example.com/cart,,,,
user_00433,session_user_00433_001_fbd5f5,2025-05-17T15:22:38.319491,search_hotels,,2026-02-23,2026-03-01,,,Rio de Janeiro,1,,,,,
user_00835,session_user_00835_001_838e3c,2025-05-17T15:22:43.319491,complete_booking,186befbb-7cc5-4f15-b2c9-ffd803e323e0,2025-08-29,2025-08-31,HOTEL_0412,,Dubai,,https://hotelbooking.example.com/booking/confirmation/186befbb-7cc5-4f15-b2c9-ffd803e323e0,,,,1460.31
user_00200,session_user_00200_003_3eaa04,2025-05-17T15:23:00.319491,complete_booking,8849e24b-3fc7-4103-ad15-dc6b48a81add,2025-06-16,2025-06-24,HOTEL_0253,,Dubai,,https://hotelbooking.example.com/booking/confirmation/8849e24b-3fc7-4103-ad15-dc6b48a81add,,,,1223.3
user_00835,session_user_00835_001_838e3c,2025-05-17T15:23:52.319491,logout,,,,,,,,https://hotelbooking.example.com/logout,,,,
user_00680,session_user_00680_002_505926,2025-05-17T15:24:19.319491,view_cart,,,,,,,,https://hotelbooking.example.com/cart,,,,
user_00433,session_user_00433_001_fbd5f5,2025-05-17T15:24:32.319491,view_hotel_details,,,,HOTEL_0255,,,,https://hotelbooking.example.com/hotel/HOTEL_0255,,,,
user_00433,session_user_00433_001_fbd5f5,2025-05-17T15:24:42.319491,view_hotel_details,,,,HOTEL_0093,,,,https://hotelbooking.example.com/hotel/HOTEL_0093,,,,
user_00431,session_user_00431_003_160f80,2025-05-17T15:26:23.319491,page_view,,,,,,,,https://hotelbooking.example.com/,,,,
user_00807,session_user_00807_002_454d5b,2025-05-17T15:26:25.319491,start_checkout,,,,,,,,https://hotelbooking.example.com/checkout,,,,
user_00153,session_user_00153_003_209f77,2025-05-17T15:26:58.319491,page_view,,,,,,,,https://hotelbooking.example.com/,,,,
user_00331,session_user_00331_002_902e27,2025-05-17T15:27:01.319491,add_payment_info,,,,,,,,https://hotelbooking.example.com/checkout/payment,paypal,,,
user_00807,session_user_00807_002_454d5b,2025-05-17T15:27:20.319491,add_payment_info,,,,,,,,https://hotelbooking.example.com/checkout/payment,paypal,,,
user_00433,session_user_00433_001_fbd5f5,2025-05-17T15:27:58.319491,logout,,,,,,,,https://hotelbooking.example.com/logout,,,,
user_00200,session_user_00200_003_3eaa04,2025-05-17T15:29:20.319491,logout,,,,,,,,https://hotelbooking.example.com/logout,,,,
user_00331,session_user_00331_002_902e27,2025-05-17T15:31:48.319491,complete_booking,f3904fcb-307c-4c26-b5cc-91cc99428334,2026-02-07,2026-02-11,,,Rome,,https://hotelbooking.example.com/booking/confirmation/f3904fcb-307c-4c26-b5cc-91cc99428334,,,,1545.28
user_00807,session_user_00807_002_454d5b,2025-05-17T15:32:37.319491,complete_booking,2f810cc4-2add-4322-a764-5400eed8990a,2025-10-28,2025-10-29,HOTEL_0161,,Dubai,,https://hotelbooking.example.com/booking/confirmation/2f810cc4-2add-4322-a764-5400eed8990a,,,,1257.07
user_00680,session_user_00680_002_505926,2025-05-17T15:33:18.319491,start_checkout,,,,,,,,https://hotelbooking.example.com/checkout,,,,
user_00431,session_user_00431_003_160f80,2025-05-17T15:33:31.319491,search_hotels,,2025-11-05,2025-11-06,,,Dubai,3,,,,,
user_00331,session_user_00331_002_902e27,2025-05-17T15:34:08.319491,logout,,,,,,,,https://hotelbooking.example.com/logout,,,,
user_00153,session_user_00153_003_209f77,2025-05-17T15:34:09.319491,search_hotels,,2025-06-18,2025-06-19,,,Singapore,4,,,,,
user_00431,session_user_00431_003_160f80,2025-05-17T15:34:31.319491,view_hotel_details,,,,HOTEL_0029,,,,https://hotelbooking.example.com/hotel/HOTEL_0029,,,,
user_00153,session_user_00153_003_209f77,2025-05-17T15:34:32.319491,view_hotel_details,,,,HOTEL_0134,,,,https://hotelbooking.example.com/hotel/HOTEL_0134,,,,
user_00431,session_user_00431_003_160f80,2025-05-17T15:35:37.319491,view_hotel_details,,,,HOTEL_0321,,,,https://hotelbooking.example.com/hotel/HOTEL_0321,,,,
user_00807,session_user_00807_002_454d5b,2025-05-17T15:35:59.319491,logout,,,,,,,,https://hotelbooking.example.com/logout,,,,
user_00680,session_user_00680_002_505926,2025-05-17T15:38:58.319491,add_payment_info,,,,,,,,https://hotelbooking.example.com/checkout/payment,bank_transfer,,,
user_00798,session_user_00798_002_a890c3,2025-05-17T15:39:56.319491,page_view,,,,,,,,https://hotelbooking.example.com/,,,,
user_00798,session_user_00798_002_a890c3,2025-05-17T15:40:02.319491,search_hotels,,2026-03-26,2026-04-01,,,Paris,4,,,,,
user_00153,session_user_00153_003_209f77,2025-05-17T15:40:51.319491,add_to_cart,,2025-06-18,2025-06-19,HOTEL_0134,08c7032c-7799-47eb-8a92-fa4555d9bef6,Singapore,,https://hotelbooking.example.com/cart,,99.97,Deluxe,
user_00798,session_user_00798_002_a890c3,2025-05-17T15:41:03.319491,view_hotel_details,,,,HOTEL_0327,,,,https://hotelbooking.example.com/hotel/HOTEL_0327,,,,
user_00431,session_user_00431_003_160f80,2025-05-17T15:41:34.319491,logout,,,,,,,,https://hotelbooking.example.com/logout,,,,
user_00798,session_user_00798_002_a890c3,2025-05-17T15:42:01.319491,logout,,,,,,,,https://hotelbooking.example.com/logout,,,,
user_00277,session_user_00277_002_47c284,2025-05-17T15:43:08.319491,page_view,,,,,,,,https://hotelbooking.example.com/,,,,
user_00375,session_user_00375_005_bf8db8,2025-05-17T15:44:18.319491,page_view,,,,,,,,https://hotelbooking.example.com/,,,,
user_00277,session_user_00277_002_47c284,2025-05-17T15:44:56.319491,search_hotels,,2026-04-17,2026-04-23,,,London,3,,,,,
user_00680,session_user_00680_002_505926,2025-05-17T15:45:19.319491,complete_booking,7818dc9d-6f51-4fbe-b4f8-c4a66ff6bd8b,2025-06-22,2025-07-06,HOTEL_0449,,Paris,,https://hotelbooking.example.com/booking/confirmation/7818dc9d-6f51-4fbe-b4f8-c4a66ff6bd8b,,,,1966.92
user_00277,session_user_00277_002_47c284,2025-05-17T15:46:48.319491,view_hotel_details,,,,HOTEL_0277,,,,https://hotelbooking.example.com/hotel/HOTEL_0277,,,,
user_00277,session_user_00277_002_47c284,2025-05-17T15:48:20.319491,view_hotel_details,,,,HOTEL_0223,,,,https://hotelbooking.example.com/hotel/HOTEL_0223,,,,
user_00277,session_user_00277_002_47c284,2025-05-17T15:48:23.319491,add_to_cart,,2026-04-17,2026-04-23,HOTEL_0223,9e833f88-f116-4f61-be5e-d04f31b3d7ca,London,,https://hotelbooking.example.com/cart,,239.74,Standard,
user_00153,session_user_00153_003_209f77,2025-05-17T15:48:29.319491,view_cart,,,,,,,,https://hotelbooking.example.com/cart,,,,
user_00375,session_user_00375_005_bf8db8,2025-05-17T15:51:08.319491,search_hotels,,2026-04-05,2026-04-19,,,Tokyo,3,,,,,
user_00375,session_user_00375_005_bf8db8,2025-05-17T15:51:21.319491,view_hotel_details,,,,HOTEL_0151,,,,https://hotelbooking.example.com/hotel/HOTEL_0151,,,,
user_00375,session_user_00375_005_bf8db8,2025-05-17T15:53:06.319491,view_hotel_details,,,,HOTEL_0014,,,,https://hotelbooking.example.com/hotel/HOTEL_0014,,,,
user_00680,session_user_00680_002_505926,2025-05-17T15:54:04.319491,logout,,,,,,,,https://hotelbooking.example.com/logout,,,,
user_00375,session_user_00375_005_bf8db8,2025-05-17T15:54:44.319491,view_hotel_details,,,,HOTEL_0254,,,,https://hotelbooking.example.com/hotel/HOTEL_0254,,,,
user_00375,session_user_00375_005_bf8db8,2025-05-17T15:56:11.319491,view_hotel_details,,,,HOTEL_0158,,,,https://hotelbooking.example.com/hotel/HOTEL_0158,,,,
user_00375,session_user_00375_005_bf8db8,2025-05-17T15:57:22.319491,logout,,,,,,,,https://hotelbooking.example.com/logout,,,,
user_00153,session_user_00153_003_209f77,2025-05-17T15:57:23.319491,start_checkout,,,,,,,,https://hotelbooking.example.com/checkout,,,,
user_00277,session_user_00277_002_47c284,2025-05-17T15:58:01.319491,view_cart,,,,,,,,https://hotelbooking.example.com/cart,,,,
user_00277,session_user_00277_002_47c284,2025-05-17T15:58:45.319491,start_checkout,,,,,,,,https://hotelbooking.example.com/checkout,,,,
user_00922,session_user_00922_004_72a421,2025-05-17T15:59:11.319491,page_view,,,,,,,,https://hotelbooking.example.com/,,,,
user_00922,session_user_00922_004_72a421,2025-05-17T16:01:30.319491,logout,,,,,,,,https://hotelbooking.example.com/logout,,,,
user_00566,session_user_00566_003_6464ba,2025-05-17T16:03:01.319491,page_view,,,,,,,,https://hotelbooking.example.com/,,,,
user_00153,session_user_00153_003_209f77,2025-05-17T16:04:00.319491,add_payment_info,,,,,,,,https://hotelbooking.example.com/checkout/payment,paypal,,,
user_00566,session_user_00566_003_6464ba,2025-05-17T16:06:09.319491,logout,,,,,,,,https://hotelbooking.example.com/logout,,,,
user_00193,session_user_00193_001_afd663,2025-05-17T16:06:13.319491,page_view,,,,,,,,https://hotelbooking.example.com/,,,,
user_00277,session_user_00277_002_47c284,2025-05-17T16:06:56.319491,add_payment_info,,,,,,,,https://hotelbooking.example.com/checkout/payment,credit_card,,,
user_00153,session_user_00153_003_209f77,2025-05-17T16:08:20.319491,complete_booking,599fff60-0244-4a02-8973-32c65eb9b201,2025-06-18,2025-06-19,HOTEL_0134,,Singapore,,https://hotelbooking.example.com/booking/confirmation/599fff60-0244-4a02-8973-32c65eb9b201,,,,1755.52
user_00665,session_user_00665_003_006871,2025-05-17T16:10:51.319491,page_view,,,,,,,,https://hotelbooking.example.com/,,,,
user_00665,session_user_00665_003_006871,2025-05-17T16:11:31.319491,search_hotels,,2025-09-18,2025-09-21,,,Paris,2,,,,,
user_00153,session_user_00153_003_209f77,2025-05-17T16:12:41.319491,logout,,,,,,,,https://hotelbooking.example.com/logout,,,,
user_00665,session_user_00665_003_006871,2025-05-17T16:13:11.319491,logout,,,,,,,,https://hotelbooking.example.com/logout,,,,
user_00193,session_user_00193_001_afd663,2025-05-17T16:14:12.319491,logout,,,,,,,,https://hotelbooking.example.com/logout,,,,
user_00277,session_user_00277_002_47c284,2025-05-17T16:16:53.319491,complete_booking,5d866aa7-c861-40b1-b6c3-223e5f522160,2026-04-17,2026-04-23,HOTEL_0223,,London,,https://hotelbooking.example.com/booking/confirmation/5d866aa7-c861-40b1-b6c3-223e5f522160,,,,872.2
user_00277,session_user_00277_002_47c284,2025-05-17T16:18:34.319491,logout,,,,,,,,https://hotelbooking.example.com/logout,,,,
user_00710,session_user_00710_004_111a16,2025-05-17T16:23:23.319491,page_view,,,,,,,,https://hotelbooking.example.com/,,,,
user_00656,session_user_00656_002_0b9d53,2025-05-17T16:29:44.319491,page_view,,,,,,,,https://hotelbooking.example.com/,,,,
user_00710,session_user_00710_004_111a16,2025-05-17T16:30:45.319491,search_hotels,,2025-11-21,2025-11-29,,,Tokyo,1,,,,,
user_00710,session_user_00710_004_111a16,2025-05-17T16:30:58.319491,view_hotel_details,,,,HOTEL_0201,,,,https://hotelbooking.example.com/hotel/HOTEL_0201,,,,
user_00396,session_user_00396_004_e2bba2,2025-05-17T16:32:13.319491,page_view,,,,,,,,https://hotelbooking.example.com/,,,,
user_00656,session_user_00656_002_0b9d53,2025-05-17T16:32:36.319491,search_hotels,,2025-11-16,2025-11-26,,,Tokyo,2,,,,,
user_00710,session_user_00710_004_111a16,2025-05-17T16:32:36.319491,view_hotel_details,,,,HOTEL_0227,,,,https://hotelbooking.example.com/hotel/HOTEL_0227,,,,
user_00710,session_user_00710_004_111a16,2025-05-17T16:33:46.319491,view_hotel_details,,,,HOTEL_0301,,,,https://hotelbooking.example.com/hotel/HOTEL_0301,,,,
user_00656,session_user_00656_002_0b9d53,2025-05-17T16:33:49.319491,view_hotel_details,,,,HOTEL_0490,,,,https://hotelbooking.example.com/hotel/HOTEL_0490,,,,
user_00710,session_user_00710_004_111a16,2025-05-17T16:33:55.319491,view_hotel_details,,,,HOTEL_0337,,,,https://hotelbooking.example.com/hotel/HOTEL_0337,,,,
user_00656,session_user_00656_002_0b9d53,2025-05-17T16:34:03.319491,view_hotel_details,,,,HOTEL_0291,,,,https://hotelbooking.example.com/hotel/HOTEL_0291,,,,
user_00964,session_user_00964_001_fb038c,2025-05-17T16:34:04.319491,page_view,,,,,,,,https://hotelbooking.example.com/,,,,
user_00651,session_user_00651_001_1b2302,2025-05-17T16:35:28.319491,page_view,,,,,,,,https://hotelbooking.example.com/,,,,
user_00710,session_user_00710_004_111a16,2025-05-17T16:35:40.319491,view_hotel_details,,,,HOTEL_0264,,,,https://hotelbooking.example.com/hotel/HOTEL_0264,,,,
